117.2,200.566,139.5096,354.8748,151.5632,121.882,109.92,144.3916,252.30415,130.9211
117.697,200.764,139.1839,352.7444,151.5499,119.12,110.18,144.4505,249.23896,131.2273
118.663,203.901,140.7193,356.2687,153.9783,124.335,111.77,147.1408,257.6226,131.5535
121.373,208.622,142.3949,358.4712,156.2453,125.49,113.18,149.4725,247.77569,131.8947
124.109,212.166,143.2312,361.202,156.1018,125.628,115.08,152.4752,234.85732,132.2374
127.697,220.782,143.6708,361.9087,156.6402,130.626,115.11,153.8919,244.37979,132.6061
125.968,228.511,144.4001,358.0651,157.6857,129.897,111.98,150.5017,248.31385,132.976
129.202,239.996,142.6702,353.2479,154.5334,133.472,111.8,152.9608,238.09463,133.3737
132.659,240.748,142.0906,353.6067,153.3845,134.233,113.28,156.3456,241.89714,133.7825
129.82,235.357,143.5499,355.9099,155.8586,133.832,113.16,155.7983,245.90339,134.1615
131.184,242.078,142.8716,353.9613,155.1268,136.481,111.59,154.6107,245.64505,134.5895
133.598,248.053,142.699,349.043,155.4406,137.54,109.59,152.9924,243.08312,135.0133
139.29,264.369,141.0938,346.8099,153.4436,142.596,110.56,156.2505,247.39793,135.4602
137.714,274.901,140.218,343.4991,152.8031,141.411,109.29,152.5115,242.3024,135.9053
132.864,286.13,142.3039,348.955,155.875,141.077,108.6,146.0016,244.53078,136.3758
133.308,281.219,143.6214,356.0727,157.3197,139.302,109.93,147.9833,236.63685,136.8587
133.864,299.137,143.6216,349.7068,158.294,141.547,105.81,145.4724,244.82402,137.3499
135.624,327.21,144.6765,349.3557,159.7669,145.318,105.15,144.618,248.96301,137.8841
128.21,299.088,145.6929,353.8805,163.7773,141.093,103.84,139.3457,237.25158,138.4155
127.058,302.612,145.2293,353.4876,164.2153,142.569,104.9,141.0409,250.28457,138.9715
115.878,260.104,148.6931,361.9988,168.4206,142.18,104.14,136.8308,256.18291,139.5235
112.362,273.302,149.4412,361.685,169.8928,141.314,101.81,132.3954,281.47282,140.0317
106.618,248.459,148.5259,357.6768,170.3925,134.458,96.7,126.409,253.04952,140.5576
114.215,272.728,147.6558,352.2436,168.2252,138.414,98.58,132.9009,266.07283,141.0726
116.169,278.324,145.6862,347.7162,168.5651,139.523,98.01,133.788,273.87491,141.6268
105.445,247.455,144.165,344.5042,170.9898,136.01,96.05,128.2982,295.09214,142.1856
103.877,240.336,147.0103,348.6175,171.0351,145.752,97.23,128.292,262.53031,142.7721
108.539,235.488,148.8347,362.0429,173.9689,149.811,104.38,137.2106,259.20088,143.3668
100.232,202.219,149.6796,374.9588,168.353,147.546,103.46,131.8143,238.69471,143.9478
89.979,162.354,150.886,406.8856,155.3872,140.14,110.07,120.6523,207.69352,144.5637
84.098,150.369,156.7896,421.6588,155.7463,141.205,113.04,113.3727,193.54584,145.1567
79.231,147.599,158.8058,412.2861,163.8598,141.223,106.39,110.1985,168.33225,145.7315
78.414,150.198,156.894,427.7902,163.9875,144.471,115.39,126.6412,173.28005,146.2039
71.022,142.951,158.0594,418.8677,160.204,138,115.2,124.308,167.03051,146.5162
73.061,157.154,160.0651,410.8703,166.8684,140.228,110.71,123.2897,166.33834,146.7576
81.417,183.584,161.088,411.8245,166.2506,152.273,113.45,136.8082,167.81134,146.9432
83.126,201.098,159.0574,398.3631,168.1473,150.507,108.97,137.3539,177.412,147.1185
83.506,199.364,161.0454,402.4477,169.7891,153.123,111.81,142.3559,174.8911,147.2732
89.614,218.776,163.9148,405.2317,171.1327,158.01,113.73,148.6765,178.0966,147.4054
92.186,216.488,164.6736,408.2735,173.536,157.742,114.93,151.5688,175.8367,147.5204
94.112,231.285,165.6237,409.9903,175.7331,159.633,114.3,157.3448,174.93206,147.6158
91.577,230.11,165.8309,406.5631,177.1316,160.147,114.29,158.9577,179.52897,147.7026
93.674,236.148,166.9197,412.1866,180.5323,161.081,113.75,157.699,182.86552,147.7711
99.783,256.522,165.7067,409.6361,178.0292,167.726,118.18,169.1927,194.87747,147.8364
98.742,249.923,166.3277,423.3777,179.1416,173.505,123.82,177.1474,186.4448,147.8979
101.987,256.095,168.284,432.3007,178.0624,179.154,126.94,181.3336,197.447,147.9489
109.231,278.181,169.3154,428.5896,180.4253,187.292,128.41,188.6278,195.98818,148.0003
111.173,287.088,168.2584,434.5674,182.5774,193.976,132.26,196.2251,203.72785,148.0488
108.929,282.643,170.7796,465.9804,182.9187,200.292,142.35,204.2456,204.17718,148.0989
105.379,281.436,169.4137,474.8059,184.0591,202.697,144.52,207.7099,205.98001,148.1491
107.111,286.39,170.9839,462.6813,183.9728,200.925,137.84,202.6364,206.60071,148.2064
105.696,288.773,175.4777,483.5354,189.101,208.018,144.58,209.4885,207.03886,148.2749
107.574,298.932,173.3748,460.86,189.1484,204.96,135.04,200.7636,206.89083,148.3511
109.601,301.069,172.5191,458.9735,190.6283,203.176,132.32,201.3294,212.57976,148.4387
114.496,312.836,167.881,466.6269,187.3704,206.767,139.56,210.9134,226.07461,148.531
119.268,326.961,167.3394,460.7453,187.7403,208.034,135.36,208.7386,244.11754,148.6337
119.343,310.403,166.4562,450.7731,186.7495,199.867,132.05,207.1841,240.60759,148.7407
122.609,305.39,166.4281,449.1571,188.8333,201.446,131.93,208.2367,242.09941,148.8382
118.158,314.276,165.3406,438.4341,190.1803,201.566,128.11,203.3756,240.16708,148.9492
117.822,310.125,165.9475,432.9492,193.7143,202.04,124.23,197.7067,237.82483,149.0662
119.07,311.639,167.9659,446.2492,195.6278,205.995,129.48,205.0254,233.0089,149.2026
116.196,303.82,167.3267,443.3994,196.49,204.902,127.5,201.4817,219.07484,149.3491
115.109,305.163,167.5728,457.6451,201.1779,209.552,130.96,205.347,227.57084,149.5119
106.791,277.352,172.4099,466.1928,201.2238,209.24,130.49,196.9743,229.39674,149.6833
104.701,253.845,173.7853,490.5403,203.2307,202.164,139.46,202.8701,209.57142,149.8528
111.133,277.224,170.6745,474.4354,203.8951,205.833,136.35,207.5219,215.4787,150.0276
112.338,268.33,166.3739,484.1709,205.473,206.172,138.75,209.7264,218.49962,150.1954
116.427,275.078,173.0378,506.3961,209.8253,210.79,146.68,223.0864,218.22955,150.3668
121.251,303.678,175.9442,509.5698,213.4869,224.498,148.4,229.095,221.72703,150.5323
124.451,314.976,178.8246,493.9378,213.6385,225.981,146.63,230.995,222.83498,150.6721
126.618,305.033,179.1066,491.134,212.2809,221.91,146.8,231.7657,214.01793,150.8021
125.951,303.734,178.7144,501.4815,213.4971,225.788,149.07,235.6263,214.77141,150.9059
123.185,288.538,180.7452,533.5174,218.1288,223.901,160.51,247.056,208.81204,150.9934
126.137,292.876,179.4108,520.1417,215.7243,231.029,157.35,247.0556,215.28471,151.063
131.648,306.961,182.2504,541.1144,219.411,242.823,165.72,259.7676,235.6366,151.1315
131.886,299.489,183.568,532.6402,219.2663,237.437,163.1,258.6588,233.66422,151.1839
132.77,310.039,185.8774,528.4223,217.8484,237.885,160.3,257.0441,232.0202,151.2217
130.927,305.923,187.2865,521.3067,218.7465,237.378,160.72,258.0879,221.41788,151.2412
132.114,309.045,190.0026,518.596,221.575,240.132,160.91,260.5291,220.98693,151.2555
132.781,319.366,191.4671,506.8294,221.4606,241.693,158.96,261.2412,212.04532,151.2668
